"s","A1","A2","A3","A4","B1","B2","B3","B4"
1.895427567665842,-0.338577279100733,0,0,0.9409385878349046,0.13781408517384203,0.21603709494657455,0,-0.9666101859254028
1.9006635554218247,-0.334069112582446,0,0,0.9425485812510553,0.13963162868073428,0.2155358446876076,0,-0.9664612293965883
1.9058995431778079,-0.3294123093365387,0,0,0.9441861736212666,0.1414349466860366,0.2150338869700939,0,-0.9663108109249585
1.9111355309337907,-0.3246017371475793,0,0,0.9458507875139576,0.14322402477174395,0.21453127880670902,0,-0.966158997857879
1.9163715186897738,-0.31963204316978044,0,0,0.9475417441881449,0.14499885029343218,0.214028075434297,0,-0.9660058573008105
1.921607506445757,-0.31449764543241143,0,0,0.9492582530678726,0.1467594122813909,0.21352433030930928,0,-0.96585145611154
1.9268434942017396,-0.30919272423458494,0,0,0.950999400252385,0.14850570134301375,0.21302009510519876,0,-0.9656958608951328
1.9320794819577227,-0.30371121347376606,0,0,0.9527641359803026,0.15023770956652063,0.2125154197116545,0,-0.9655391379995868
1.9373154697137058,-0.2980467919619037,0,0,0.9545512609604672,0.15195543042607298,0.21201035223556555,0,-0.9653813535121643
1.9425514574696887,-0.292192874794104,0,0,0.956359411476437,0.15365885868834345,0.211504939003605,0,-0.9652225732563848
1.9477874452256718,-0.2861426048474822,0,0,0.9581870431659456,0.15534799032058563,0.2109992245663264,0,-0.9650628627896548
1.953023432981655,-0.27988884450239127,0,0,0.9600324133710884,0.1570228224002458,0.21049325170366834,0,-0.9649022874015156
1.9582594207376376,-0.2734241676949091,0,0,0.9618935619497336,0.158683353026152,0.20998706143176546,0,-0.9647409121124851
